Температура окружающей среды,Влажность окружающей среды,Температура раствора,Значение АЦП внешнего фотодиода,Значение АЦП внутреннего фотодиода,Интегральная сумма внешнего фотодиода,Интегральная сумма внутреннего фотодиода,Температура лазера,Температура фотодиода,Фурье образ внутреннего фотодиода,Фурье образ внешнего фотодиода,Время с начала эксперимента,Концентрация глюкозы
23.1,19.0,20.9,20381.0,65535.0,197908383.66666663,286388055.6666666,22.084337396061365,22.72265145339616,8.205989666242006e+16,3.916905633504825e+16,0.0,32.9
23.100000000000005,19.000000000000004,20.9,40167.59352301864,57021.1682363064,197908383.6666667,286388055.6666666,22.20183641228147,22.808643755225507,199961572.76693636,1871279566.248012,0.1996665558735174,32.9
23.1,19.000000000000004,20.9,40084.04488339758,56966.79933766305,197908383.66666663,286388055.66666657,22.30562800167005,22.872412871738906,154023910.8116832,1648641707.9543836,0.3993331117470349,32.9
23.100000000000005,19.000000000000004,20.9,40074.66736765707,56971.54842419553,197908383.66666672,286388055.6666666,22.396885353827507,22.917405997237328,138992086.94070098,1501223754.6919498,0.5989996676205525,32.900000000000006
23.10000000000001,19.000000000000007,20.9,40041.35214446242,56989.90010534843,197908383.66666672,286388055.6666667,22.476727941560767,22.94675228919732,123421746.3923852,1122045374.4339118,0.7986662234940701,32.900000000000006
23.100000000000005,19.000000000000004,20.9,39992.66293740525,56998.92958974685,197908383.6666667,286388055.6666666,22.546222135044527,22.96327649573592,101542595.92683096,931022350.1642468,0.9983327793675876,32.900000000000006
23.100000000000005,19.000000000000004,20.9,39974.73496535592,57019.74267608972,197908383.66666663,286388055.6666666,22.606381815982477,22.969512583075367,96351670.20220792,627002584.9968724,1.197999335241105,32.9
23.10000000000001,19.000000000000004,20.9,39953.19743433574,57029.93130170957,197908383.66666672,286388055.6666667,22.658168991768395,22.967717363007925,66423692.234565616,456076190.4229596,1.3976658911146227,32.900000000000006
23.10000000000001,19.0,20.9,39913.77346761851,57054.35849322601,197908383.6666667,286388055.6666667,22.702494409647485,22.95988412036058,57560231.35341187,299823593.13470626,1.59733244698814,32.900000000000006
23.100000000000005,19.0,20.9,39911.27279997772,57063.44447610487,197908383.6666667,286388055.6666666,22.74021817087745,22.94775624045995,44048974.72794946,253347896.8358875,1.7969990028616574,32.9
23.100000000000005,19.0,20.9,39864.08772530131,57075.11727209306,197908383.66666663,286388055.6666666,22.772150344889777,22.932840836596963,38689249.195791245,236992381.27941325,1.9966655587351747,32.9
23.100000000000005,19.000000000000004,20.9,39856.974832203785,57099.66794681516,197908383.6666667,286388055.6666667,22.799051583450886,22.916422377491728,39873071.75251816,253562572.84276053,2.196332114608693,32.900000000000006
23.10000000000001,19.000000000000004,20.9,39830.81684310351,57111.77369227728,197908383.6666667,286388055.6666666,22.821633734823333,22.89957631475823,49968165.650524855,283176976.810475,2.3959986704822103,32.900000000000006
23.1,19.000000000000004,20.9,39811.58718959313,57140.24366848103,197908383.6666667,286388055.6666666,22.84056045792702,22.88318271036922,60051194.23716891,318509266.4780593,2.595665226355728,32.9
23.100000000000005,19.0,20.9,39787.04929491165,57139.13381622314,197908383.6666667,286388055.6666666,22.85644783650042,22.86793986412091,71578673.52455837,311522458.80482054,2.795331782229245,32.9
23.1,19.000000000000004,20.9,39761.64050169428,57153.00330146447,197908383.6666667,286388055.6666666,22.86986499326168,22.854377941097773,73752346.11063951,282210932.2653182,2.994998338102762,32.9
